epoch,train_loss,val_loss,val_acc
1,0.695963802327097,0.6804019400947973,0.584070796460177
2,0.6794000554137525,0.6499140205090506,0.6460176991150443
3,0.6686414467022482,0.6488239702425505,0.7787610619469026
4,0.6509316720529995,0.6345377459860685,0.6017699115044248
5,0.6434669263858711,0.6516659683302829,0.5752212389380531
6,0.6311529990846076,0.6036030566483214,0.8053097345132744
7,0.6161346964340294,0.5917199923281085,0.6991150442477876
8,0.6089936985378772,0.5721428357718283,0.7256637168141593
9,0.6073814854685184,0.5572893810376787,0.7522123893805309
10,0.5773716423891287,0.5634921271550027,0.8053097345132744
11,0.5772184985401356,0.5923524187845096,0.6194690265486725
12,0.5840748286748354,0.5501053675747755,0.7522123893805309
13,0.5686114600538152,0.5849524566478896,0.6460176991150443
14,0.5530734515823095,0.5279132904190766,0.7787610619469026
15,0.5273046506057798,0.5156379004842356,0.8053097345132744
16,0.5297578052345631,0.5077900930977705,0.7964601769911505
17,0.5156528901935151,0.5254255337150473,0.7256637168141593
18,0.5220687599044985,0.4982601098324123,0.8230088495575221
19,0.5174202965490059,0.5170451826170871,0.7433628318584071
20,0.5039188750088215,0.5138051256276014,0.7787610619469026
21,0.5039554684035545,0.4932361279140439,0.7787610619469026
22,0.4740139470823043,0.49286162199681266,0.7433628318584071
23,0.4969692076927265,0.5327240994624924,0.7964601769911505
24,0.47266098764617887,0.5501947873517087,0.7522123893805309
25,0.45945037136563155,0.6463427950154271,0.6017699115044248
26,0.4582034269660975,0.7681451088242364,0.5929203539823009
27,0.4404109182017567,0.5857945265607876,0.7168141592920354
28,0.434698904905699,0.4800827543725047,0.7876106194690266
29,0.4383526435863655,0.5438132883425344,0.7433628318584071
30,0.4193441618596558,0.4951413611048146,0.7876106194690266
31,0.41193330996727523,0.4548521222252595,0.7787610619469026
32,0.423609815917052,0.6571169340035372,0.6637168141592921
33,0.40255832067171554,0.43592928166975053,0.8053097345132744
34,0.406914756048174,0.4557969694989815,0.8407079646017699
35,0.42191812522973104,0.6867310651823094,0.6283185840707964
36,0.40181735588188194,0.6653204305391562,0.672566371681416
37,0.3845079219281937,0.6080216122954561,0.7079646017699115
38,0.4019803592473664,1.2616975427719586,0.584070796460177
39,0.38014054690710214,0.48392711187663834,0.8672566371681416
40,0.3620652314275503,0.4120952533394621,0.8053097345132744
41,0.38048293308017,0.41220179507345484,0.8495575221238938
42,0.36507083228335974,0.46813495862379406,0.8407079646017699
43,0.3900742813845915,0.6817825854870311,0.672566371681416
44,0.36230791611514523,0.5145321834113514,0.7522123893805309
45,0.35618951653781455,0.769371800582137,0.6106194690265486
46,0.35074881021658666,0.7922466131940222,0.6548672566371682
47,0.36098618747715927,0.4164649366417475,0.8672566371681416
48,0.3477459031659945,0.3988949863664937,0.8230088495575221
49,0.3401364985754532,0.4840076012830985,0.8053097345132744
50,0.3357597410481061,0.6182489319328677,0.7522123893805309
51,0.3221857362319674,0.5526161719963216,0.7876106194690266
52,0.33885425248438805,0.398232544657954,0.8761061946902655
53,0.3113269153982401,0.3923007820389773,0.8584070796460177
54,0.29796450224960536,0.3347332764482289,0.8672566371681416
55,0.3228873819590802,0.45861232932657003,0.7787610619469026
56,0.29804662311762836,0.7593188395625666,0.7168141592920354
57,0.29611288597065527,0.5822761652566362,0.8141592920353983
58,0.2952684596823776,0.44931474511037794,0.8584070796460177
59,0.30766556238903936,0.36613029195812713,0.8584070796460177
60,0.29235769313784826,0.37148015488658037,0.8761061946902655
61,0.2786130648419525,0.8713044617978627,0.6991150442477876
62,0.2815697547419211,0.5703354065812993,0.7787610619469026
63,0.26452239836871094,0.32103907611025007,0.8761061946902655
64,0.26005904091340776,0.4826187397631114,0.8495575221238938
65,0.26847796109958294,0.40637007336083214,0.8672566371681416
66,0.25899766353412274,0.4418447239879976,0.8053097345132744
67,0.28927292526839715,0.40417940604190034,0.8407079646017699
68,0.24744331067741182,0.4678884061020717,0.8407079646017699
69,0.2498138145898032,0.4436537490732837,0.8495575221238938
70,0.24000009167753983,0.39673942950015006,0.7787610619469026
71,0.2766043966928645,0.4541144320708618,0.8495575221238938
72,0.2481837634829623,0.5071359383301777,0.8230088495575221
73,0.24645219713169259,0.3068710877478384,0.8761061946902655
74,0.2398635540652064,0.6178063676414782,0.831858407079646
75,0.25103102757933393,1.1418257959579166,0.6637168141592921
76,0.23573513318932887,0.38316342510740486,0.7876106194690266
77,0.2315909303827788,0.36270671914609376,0.8672566371681416
78,0.23746546128336177,0.29559283973158973,0.8761061946902655
79,0.20365108352616035,0.45946293353642287,0.8495575221238938
80,0.24581660441971853,0.3227952171215101,0.8761061946902655
