fold,auc,f1,accuracy,recall,precision,n_val
1,0.9076482830385015,0.6382978723404256,0.7258064516129032,0.4838709677419355,0.9375,124
2,0.8683662851196671,0.7927927927927928,0.8145161290322581,0.7096774193548387,0.8979591836734694,124
