epoch,train_loss,val_loss,val_acc
1,0.6895531746622634,0.6799581496893954,0.5836177474402731
2,0.6707596257839301,0.703204362570834,0.46075085324232085
3,0.6649479760903202,0.6721825747668337,0.5699658703071673
4,0.6600690540181448,0.6333145049153542,0.6655290102389079
5,0.6476803814915761,0.57450994068668,0.7133105802047781
6,0.639741309293329,0.6668773035005647,0.5665529010238908
7,0.6346991221382193,0.5621286311319896,0.7440273037542662
8,0.6277754344046116,0.7271737673250186,0.5494880546075085
9,0.6258322509796652,0.5448302628637172,0.7372013651877133
10,0.6176033422146758,0.5824216299113774,0.7337883959044369
11,0.5951406718167949,0.46158173437021216,0.8054607508532423
12,0.5991092591916454,0.6633548107074232,0.5665529010238908
13,0.577237678104884,0.5943473619567293,0.6757679180887372
14,0.5790011046505342,0.44004360976673307,0.8225255972696246
15,0.5526968835253422,0.4920840514760439,0.7508532423208191
16,0.5663138279716854,0.47946723725418655,0.7542662116040956
17,0.5533258622792894,0.4765859309355823,0.757679180887372
18,0.5285721571146421,0.5016632452353734,0.726962457337884
19,0.5465730496567406,0.4276241830417088,0.7952218430034129
20,0.5282944798316449,0.5180929334086626,0.7542662116040956
21,0.5137325147906803,0.48435940015680934,0.7508532423208191
22,0.5029869256604922,0.486906335239305,0.7406143344709898
23,0.5150224853000821,0.5879644148153107,0.6757679180887372
24,0.48798721422734737,0.4233553817584401,0.8156996587030717
25,0.4932228797817067,0.4494123538943375,0.8122866894197952
26,0.48893572215297043,0.651020865329877,0.6348122866894198
27,0.4801366377003134,0.6124053225428069,0.6655290102389079
28,0.4773593108960721,0.5889069769455462,0.6825938566552902
29,0.4824508545945769,0.4281465969979763,0.8156996587030717
30,0.456361824334025,0.42922819860685035,0.7849829351535836
31,0.45679466589035034,0.3928030033462814,0.8122866894197952
32,0.457702959186002,0.5922681541264463,0.6757679180887372
33,0.4670827784575522,0.4347560786781516,0.8156996587030717
34,0.4580713491567908,0.4344463843320097,0.7986348122866894
35,0.4493785194146817,0.5282470844939452,0.7303754266211604
36,0.4353927085814002,0.389525029162059,0.8156996587030717
37,0.4417205841905654,0.36229333017959076,0.8430034129692833
38,0.45256005914575637,0.37735496874467855,0.8395904436860068
39,0.4294151549533724,0.5340831046607218,0.7303754266211604
40,0.4236475262497488,0.6253597213804316,0.689419795221843
41,0.4373403351996349,0.35057857118825725,0.8430034129692833
42,0.4331804566302222,0.5072895868548325,0.726962457337884
43,0.39941860370542087,0.46703383372146257,0.7781569965870307
44,0.41622020857574493,0.43305974299734346,0.7747440273037542
45,0.43884968168854915,0.6394903105335171,0.689419795221843
46,0.4100790849937866,0.41821643205828407,0.8088737201365188
47,0.4186799374842787,0.524299224496496,0.7508532423208191
48,0.400815314913092,0.430650034653289,0.7781569965870307
49,0.39564328701299145,0.4008015479803795,0.8088737201365188
50,0.3880124894506617,0.38243235375250684,0.8293515358361775
51,0.3973227837378134,0.668495520569232,0.6655290102389079
52,0.3780674612985235,0.4502826896401084,0.8020477815699659
53,0.3945339448536325,0.3544567366998617,0.8191126279863481
54,0.3622017438644671,0.33786933588459583,0.8430034129692833
55,0.35950034774189227,0.3809377595269102,0.8293515358361775
56,0.3809095995623478,0.4610068801549726,0.7815699658703071
57,0.38607095345401854,0.5557168030313083,0.7303754266211604
58,0.39652813575549484,0.392711427772329,0.8327645051194539
59,0.36075995400650046,0.44128346393759155,0.8191126279863481
60,0.37294461893568404,0.3999963597122098,0.8020477815699659
61,0.35805459993680916,0.516580170692027,0.7542662116040956
62,0.3732877813793132,0.6378056523295081,0.6825938566552902
63,0.34870407254313923,0.5397197505851992,0.7508532423208191
64,0.32942191477265365,0.4769796921434451,0.764505119453925
65,0.393129194536476,0.6172584848744529,0.6962457337883959
66,0.3690435518702007,0.39695484723363605,0.8191126279863481
67,0.28967507603364573,0.36430403178076254,0.825938566552901
68,0.3560011196524313,0.32736695499545865,0.8668941979522184
69,0.32769900726390466,0.3513036370404115,0.8225255972696246
70,0.3282114315063578,0.4639334212418418,0.7679180887372014
71,0.35941997349217586,0.711538776780675,0.6723549488054608
72,0.3226788803928672,0.389010919840867,0.8225255972696246
73,0.3071405673232121,0.43831087245928996,0.8122866894197952
74,0.32653173305132516,0.5583581286577546,0.7440273037542662
75,0.3337699459476575,0.537417594153358,0.7303754266211604
76,0.3220624803000908,0.36720002116952216,0.8361774744027304
77,0.3020319294587913,0.4716133789989312,0.7849829351535836
78,0.3266058466891592,0.3846903778739324,0.8088737201365188
79,0.3149261572677323,0.45896192182641043,0.7952218430034129
80,0.29316304265425785,0.3608708747339492,0.8361774744027304
