fold,auc,f1,accuracy,recall,precision,n_val
1,0.9677936228168563,0.9192546583850931,0.9177215189873418,0.9367088607594937,0.9024390243902439,158
2,0.9387918602788015,0.8108108108108109,0.7784810126582279,0.9493670886075949,0.7075471698113207,158
