fold,auc,f1,accuracy,recall,precision,n_val
1,0.9596218554718796,0.9090909090909091,0.9050632911392406,0.9493670886075949,0.872093023255814,158
2,0.9586604710783528,0.9066666666666666,0.9113924050632911,0.8607594936708861,0.9577464788732394,158
