fold,auc,f1,accuracy,recall,precision,n_val
1,0.9310613943808532,0.8429752066115702,0.8467741935483871,0.8225806451612904,0.864406779661017,124
2,0.9295005202913631,0.7927927927927928,0.8145161290322581,0.7096774193548387,0.8979591836734694,124
