fold,auc,f1,accuracy,recall,precision,n_val
1,0.9490114464099897,0.8793103448275862,0.8870967741935484,0.8225806451612904,0.9444444444444444,124
2,0.9318418314255983,0.85,0.8548387096774194,0.8225806451612904,0.8793103448275862,124
